prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
HERMES KELLY 32 SELLIER Hand Bag Tri-color Bordeaux Dark Green Navy Box Calf,/collections/hermes/products/ao08575,"498,000",Circle: U ; Production in 1991,"W 13.0 "" x H 9.4 "" x D 4.7 ""
Handle Drop. 3.5 ""","Bordeaux, Dark Green, Navy
/ Box Calf","Cover Of Key, Key*2(One key can not be used.), Padlock, Dust Bag","There is feeling of use, scratches.

Corner and belt is scuff.

Handle is scuff and minor peeled.","There is feeling of use, scratches and dirt.

Flap is scuff and dirt.",-,Smell of perfume.,AO08575
HERMES MODERNIST Hand Bag Black Crocodile,/collections/hermes/products/ao08341,"398,000",R 1 5,"W 9.6 "" x H 6.3 "" x D 2.6 ""
Handle Drop. 4.7 ""","Black
/
Crocodile skin",-,There is feeling of use.,There is feeling of use.,-,-,AO08341
HERMES BIRKIN 35 Hand Bag Black Traurillon Clemence,/collections/hermes/products/ao08243,"1,080,000",Square:M ;Production in 2009,"W 13.8 "" x H 10.2 "" x D 7.1 ""
Handle Drop. 3.9 ""","Black
/
Traurillon Clemence","Rain Cover, Manual, Cover of Key, Key*2, Padlock, Dust Bag, Box","There is minor scuff, Very good condition.",Very good condition.,-,-,AO08243
HERMES Sac Polochon Leopard Drawstring Shoulder Bag Yellow,/collections/hermes/products/ao08237,"69,800",-,"W 8.3 x H 14.2 x D 6.7 ""
Strap total length. 21.7 ""","Yellow, Light Blue
/
100% Cotton",-,"Shoulder strap: minor frayed, Very good condition.",Very good condition.,-,-,AO08237
HERMES BIRKIN 35 Hand Bag Dark Brown Veau Crispe Togo,/collections/hermes/products/ao08190,"798,000",Square : H ;Production in 2004,"W 13.8 "" x H 11.0 "" x D 7.1 ""
Handle Drop. 5.1 ""","Black
/
Veau Crispe Togo","Padlock, Keys*2, Cover of Keys","There is a little feeling of use, good condition.","There is feeling of use, scratches and dirt.",-,-,AO08190
HERMES JIGE PM H Logos Clutch Bag Dark Brown Box Calf,/collections/hermes/products/ao08183,"168,000",Circle: H ; Production in 1978,"W 11.4 x H 7.9 x D 1.0 ""","Dark Brown
/
Box Calf",-,"There is minor scuff, good condition.","There are scuff and minor stains, good condition.",-,-,AO08183
HERMES EGEE Clutch Bag Black Crocodile,/collections/hermes/products/ao08115,"980,000",MA 007 BN,"W 9.8 x H 4.1 x D 1.6 ""","Black
/ Crocodile Leather",Dust Bag,"There is a little feeling of use, good condition.",There is scuff and dirt.,-,-,AO08115
HERMES Ceinture Bolide Golf Bum Bag Waist Pouch Black Chevron,/collections/hermes/products/ao08112,"128,000",-,"W 7.5 x H 5.5 x D 2.8 ""
Belt Size. 26.0 - 44.9 ""","Black
/ Toile Chevron, Leather","Golf tee*5, Dust Bag, Box",Very good condition.,Very good condition.,-,-,AO08112
HERMES ALINE Drawstring Pouch Purse Ivory Green,/collections/hermes/products/ao07979,"19,800",-,"W 8.7 "" x H 11.4 "" x D 0.4 ""","Ivory, Green
/
Cotton",-,Very good condition.,Very good condition.,-,-,AO07979
HERMES KELLY ADO PM Backpack Bag Brown Green Amazonia Veau Gulliver,/collections/hermes/products/ao07785,"398,000",Square: B ;Production in 1998,"W 7.9 "" x H 8.3 "" x D 3.1 ""
Strap. 19.3 - 36.2 ""","Brown, Green
/ Veau Gulliver, Amazonia","Dust Bag, Box","There is feeling of use, Corner is scuff and tear.","There is a little feeling of use, good condition.",-,-,AO07785
HERMES BOLIDE 37 2way Hand Bag Bordeaux Veau Greine Couchevel,/collections/hermes/products/ao07748,"268,000",CircleW ;Production in 1993,"W 14.2 "" x H 10.6 "" x D 5.5 ""
Handle Drop. 3.9 ""
Strap Drop. 16.5 ""","Bordeaux
/
Veau Greine Couchevel","Cover of Key, Key*2, Padlock, Shoulder Strap, Dust Bag",There is feeling of use.,"There is feeling of use, scuff.",-,-,AO07748
HERMES BIRKIN 30 Hand Bag Blue Traurillon Clemence,/collections/hermes/products/ao07744,"1,280,000",Square : R ;Production in 2014,"W 11.8 "" x H 9.4 "" x D 5.9 ""
Handle Drop. 5.1 ""","Blue
/
Traurillon Clemence","Keys*2, Cover of Keys, Padlock, Dust Bag*2",Very good condition.,Very good condition.,-,-,AO07744
HERMES BIRKIN 35 Hand Bag Dark Brown Veau Greine Couchevel,/collections/hermes/products/ao07650,"698,000",Square : C ; Production in 1999,"W 13.6 x H 11.0 x D 7.1 ""
Handle Drop. 3.9 ""","Dark Brown
/ Veau Greine Couchevel","Padlock, Keys*2, Cover of Keys, Dust Bag*2","There is scuff and minor dirt, good condition.","There is a little feeling of use, good condition.",-,-,AO07650
HERMES BIRKIN 30 Hand Bag Black Veau Epsom,/collections/hermes/products/ao07582,"1,480,000",Square : J ;Production in 2006,"W 11.6 "" x H 9.1 "" x D 5.9 ""
Handle Drop. 5.1 ""","Black
/
Veau Epsom","Keys*2, Cover of Keys, Padlock, Dust Bag*2, Manual","There is dirt, good condition.","There is a little feeling of use, good condition.",-,Smell of preservative.,AO07582
HERMES Clutch Purse Black Suede,/collections/hermes/products/ao07545,"498,000",-,"W 8.5 x H 5.7 x D 0.8 ""","Black
/ Suede",-,There is feeling of use.,There is feeling of use.,-,Smell of perfume.,AO07545
HERMES BIRKIN 35 Hand Bag Black Vachette Grainee Des Ardennes,/collections/hermes/products/ao07461,"798,000",Circle:Z ;Production in 1996,"W 13.8 "" x H 10.2 "" x D 7.1 ""
Handle Drop. 3.9 ""","Black
/
Vachette Grainee Des Ardennes","Cover of Key, Key*2, Padlock, Dust Bag","There is a little feeling of use, good condition.","There is feeling of use.

Inside and pocket are dirty, side is abrasion.",-,Smell of perfume.,AO07461
HERMES Ceinture Bolide Waist Bum Bag Golf Tee Black Toile Chevron,/collections/hermes/products/ao07373,"128,000",-,"W 7.5 "" x H 5.5 "" x D 2.8 ""
Waist. 24.0 - 43.3 ""","Black
/
Toile Chevron","Golf Tee*5, Golf Marker",Very good condition.,Very good condition.,-,-,AO07373
HERMES KELLY 28 SELLIER 2way Hand Bag Tri-Color Black Brown Gray Crocodile Alligator,/collections/hermes/products/ao07280,"4,280,000",Circle: V ;Production in 1992,"W 11.4 "" x H 8.7 "" x D 4.3 ""
Handle Drop. 3.1 ""
Strap Drop. 16.9 ""","Black, Brown, Gray
/
Crocodile Alligator Skin Leather","Shoulder Strap, Cover of Key, Key*2, Padlock, Dust Bag, Box","There is a little feeling of use, good condition.",Very good condition.,-,Smell of material.,AO07280
HERMES POCHETTE CADENA KELLY GM Black Croco Porosus,/collections/hermes/products/ao07278,"1,980,000",-,"W 5.9 "" x H 5.9 "" x D 2.8 ""
Handle Drop. 4.7 ""","Black
/
Crocodile Leather","Box, Dust Bag",Very good condition.,Very good condition.,-,-,AO07278
HERMES EVELYNE GM Shoulder Bag Black Taurillon Clamence,/collections/hermes/products/ao07271,"298,000",Square:G ;Production in 2003,"W 12.4 "" x H 12.2 "" x D 3.5 ""
Strap Drop. 17.7 ""","Black
/
Taurillon Clamence",Dust Bag,"There is a little feeling of use, good condition.","There is feeling of use, scuff.",-,-,AO07271
HERMES Pochette Rio Clutch Hand Bag Blue Box Calf,/collections/hermes/products/ao06507,"98,000",Unclear due to deterioration.,"W 9.4 x H 6.5 x D 0.6 ""","Blue
/
Box Calf",-,"There is minor scuff, good condition.","There is a little feeling of use, good condition.",-,-,AO06507
HERMES BIRKIN 35 Hand Bag Red Taurillon Clemence Bicolor,/collections/hermes/products/ao06373,"898,000",Square: O ;Production in 2011,"W 13.6 "" x H 11.0 "" x D 7.1 ""
Handle Drop. 5.9 ""","Red
/
Taurillon Clemence","Padlock, Keys*2, Cover of Keys, Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, dirt.",-,-,AO06373
HERMES Neige Bum Bag Dark Brown Mouton Fur Veau Crispe Togo,/collections/hermes/products/ao06356,"89,800",Square:J ;Production in 2006,"W 5.9 "" x H 4.3 "" x D 1.2 ""
Waist. 29.5 - 31.1 "" (Size 80)","Dark Brown
/
Mouton Fur, Veau Crispe Togo",Box,Belt leather is minor peeled.,There is minor sign of use overall.,-,-,AO06356
HERMES Le Bain Yachting Chevrons Drawstring Pouch Cotton,/collections/hermes/products/ao06355,"19,800",-,"W 8.7 "" x H 11.4 ""","Off-white, Blue
/
Toile chevrons",-,Very good condition.,Very good condition.,-,-,AO06355
HERMES Le Bain Yachting Chevrons Drawstring Pouch Cotton,/collections/hermes/products/ao06354,"19,800",-,"W 8.7 "" x H 11.4 ""","Off-white, Yellow
/
Toile chevrons",-,Very good condition.,Very good condition.,-,-,AO06354
HERMES Le Bain Yachting Chevrons Drawstring Pouch Cotton,/collections/hermes/products/ao06352,"19,800",-,"W 8.7 "" x H 11.4 ""","Off-white, Red
/
Toile chevrons",-,Very good condition.,Very good condition.,-,-,AO06352
HERMES Le Bain Yachting Chevrons Drawstring Pouch Brown,/collections/hermes/products/ao06052,"19,800",-,"W 8.7 x H 11.4 ""","Ivory, Brown / Cotton",-,Very good condition.,Very good condition.,-,-,AO06052
HERMES Le Bain Yachting Chevrons Drawstring Pouch Yellow,/collections/hermes/products/ao06051,"19,800",-,"W 8.7 x H 11.4 ""","Ivory, Yellow / Cotton",-,Very good condition.,Very good condition.,-,-,AO06051
HERMES Le Bain Yachting Chevrons Drawstring Pouch Red,/collections/hermes/products/ao06050,"19,800",-,"W 8.7 x H 11.4 ""","Ivory, Red / Cotton",-,Very good condition.,Very good condition.,-,-,AO06050
HERMES Clutch Document Case Navy Box Calf,/collections/hermes/products/ao05828,"98,000",Circle:Something ;Can not read unclear.,"W 13.8 "" x H 11.0 "" x D 0.8 """,Navy / Box calf,-,"There is a Rubbed, Scuff, Edge has Thin cracks.","There is a little feeling of use, good condition.",-,-,AO05828
HERMES EVELYNE 2 GM Shoulder Bag Brown Taurillon Clamence,/collections/hermes/products/ao05754,"368,000",Square: J ; Production in 2006,"W 14.2 x H 15.0 x D 3.5 ""

Shoulder Drop. 16.9 """,Brown/ Taurillon Clemence,"Manual, Dust Bag, Box",Excellent condition.,Excellent condition.,,,AO05754
HERMES VICTORIA 35 Hand Bag Ocher Taurillon Clemence,/collections/hermes/products/ao05722,"228,000",Square: L ; Production in 2008,"W 13.8 x H 8.7 x D 6.3 ""

Handle Drop. 8.7 """,Ocher/ Taurillon Clemence,Dust Bag,"There is minor sign of use overall, Good condition.

Corners are scuff.","There is minor sign of use overall, Good condition.",,-,AO05722
HERMES 1986's Vintage Cross Body Shoulder Bag Black Box Calf,/collections/hermes/products/ao05719,"148,000",Circle: P ;Production in 1986,"W 9.3 x H 5.5 x D 1.6 ""

Shoulder Drop. 17.7 """,Black/ Box Calf,Dust Bag,There is sign of use overall.,There is sign of use overall.,,-,AO05719
HERMES Cross Body Shoulder Bag Black Suede,/collections/hermes/products/ao05718,"128,000",-,"W 6.7 × H 6.7 × D 2.0 ""

Shoulder Drop. 20.5 - 21.5 """,Black/ Suede,-,"There are scuff, dirt and fluffing.",There is sign of use overall.,,-,AO05718
HERMES KELLY 35 RETOURNE 2way Hand Bag Brown Buffle skipper,/collections/hermes/products/ao05697,"698,000",Square:F ;Production in 2002,"W 13.8 "" x H 9.8 "" x D 5.1 ""

Handle Drop. 3.9 ""

Strap Drop. 16.9 """,Dark brown / Buffle skipper,"Box, Dust bag, Shoulder strap, Padlock, Key x2, Key cover, Rain protection","Bottom corner has Rubbed, Scuff, good condition.","Very good condition, Little dirt.",-,-,AO05697
HERMES BIRKIN 35 Hand Bag Burgundy Chevre Myzore,/collections/hermes/products/ao05695,"898,000",Square:D ;Production in 2000,"W 13.8 "" x H 10.2 "" x D 7.1 ""

Handle Drop. 3.9 """,Burgundy / Chevre myzore,"Dust bag, Padlock, Key x2, Key cover","Very good condition, Edge has Little scuff.",Very good condition.,-,-,AO05695
HERMES BOLIDE RELAX 35 Hand Bag Brown Veau Sikkim,/collections/hermes/products/ao05446,"348,000",T HA 008 HN,"W 14.2 "" x H 10.2 "" x D 5.9 ""

Handle Drop. 3.5 """,Beige / Veau sikkim,"Dust bag, Padlock, Key x2, Key cover, Manual","Very good condition, Bottom corner has Little rubbed, dirt.",Very good condition.,-,-,AO05446
HERMES BIRKIN Ghillies 35 Hand Bag Burgundy Tadelakt,/collections/hermes/products/ao05445,"1,180,000",Square:P ;Production in 2012,"W 13.8 "" x H 10.2 "" x D 7.5 ""

Handle Drop. 3.5 """,Burgundy / Tadelakt,"Dust bag, Padlock, Key x2, Key cover","Very good condition, Little rubbed, Little dirt.",Very good condition.,-,-,AO05445
HERMES KELLY 32 SELLIER 2way Hand Bag Beige Porosus Crocodile,/collections/hermes/products/ao05344,"2,980,000",Circle:V ;Production in 1992,"W 13.0 "" x H 9.4 "" x D 4.7 ""

Handle Drop. 3.5 ""

Strap Drop. 16.9 """,Beige brown / Porosus crocodile skin,"Shoulder strap, Padlock, Key x2, Key cover","There is a little feeling of use, good condition.",Very good condition.,-,-,AO05344
HERMES BOLIDE 31 2way Hand Bag Green Veau Gulliver,/collections/hermes/products/ao05340,"398,000",Square:G ;Production in 2003,"W 12.6 "" x H 9.4 "" x D 5.1 ""

Handle Drop. 3.9 ""

Strap Drop. 16.5 """,Green / Veau Gulliver,"Dust bag, Shoulder strap, Padlock, Key x2, Key cover","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO05340
HERMES BOLIDE PADDOCK 40 Hand Bag White Vache T.Jean,/collections/hermes/products/ao05333,"428,000",X PN 005 CD,"W 16.1 "" x H 15.0 "" x D 7.1 ""

Handle Drop. 4.3 ""","White, Black / Vache, Toile Jean","Dust bag, Padlock, Key x2, Key cover","There is a little feeling of use, Leather part has Dirt.",Very good condition.,-,-,AO05333
HERMES BOLIDE RELAX 40 Hand Bag Brown Veau Sikkim,/collections/hermes/products/ao05332,"398,000",Square:P ;Production in 2012,"W 16.9 "" x H 11.0 "" x D 7.1 ""

Handle Drop. 4.3 """,Brown / Veau sikkim,"Dust bag, Padlock, Key x2, Key cover, Rain protection",Very good condition.,Very good condition.,-,-,AO05332
HERMES Le Bain Yachting Chevrons Drawstring Pouch,/collections/hermes/products/ao05325,"10,800",-,"W 8.7 "" x H 11.4 ""","Off-white, Yellow / Toile chevrons",-,Very good condition.,Very good condition.,-,-,AO05325
HERMES Sac Todo Moko Shoulder Bag Beige Gray Fur,/collections/hermes/products/ao05317,"69,800",Couldn't find.,"W 7.9 "" x H 8.3 "" x D 1.0 ""

Strap Drop. 24.0 ""","Beige gray / Mouton skin, Fur",Box,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,Smell of Insect repellent.,AO05317
HERMES SMAC 2way Hand Bag Gulliver Ostrich Lizard,/collections/hermes/products/ao04951,"198,000",Circle:Q ;Production in 1987,"W 11.8 "" x H 13.8 "" x D 6.3 ""

Handle Drop. 2.4 ""

Strap Drop. 10.2 ""","Black, Gray, Brown / Veau gulliver, Lizard skin, Ostrich skin, Vache",-,There is minor sign of use overall.,"There is minor sign of use overall.

Dirt",-,-,AO04951
HERMES BIRKIN 35 Hand Bag Brown Taurillon Clemence,/collections/hermes/products/ao04887,"798,000",Square:A ;Production in 1997,"W 13.8 "" x H 10.2 "" x D 7.1 ""

Handle Drop. 3.9 """,Brown/Taurillon Clemence,"Padlock, Key x2, Key cover","Less frequently used items

Bottom corner: Little scuff",Less frequently used items,-,-,AO04887
HERMES PARIS BOMBAY 27 Hand Bag Brown Vache Liegee,/collections/hermes/products/ao04613,"148,000",Square: J ; Production in 2006,"W 10.6 × H 5.9 × D 4.3 ""

Handle Drop. 3.5 """,Brown/ Vache Liegee,-,"There are scratches.

Handle is scuff and dirt.",There is sign of use overall.,-,-,AO04613
HERMES Large Shoulder Bag Toile H Ocher Orange Navy,/collections/hermes/products/ao04531,"148,000",-,"W 13.4 "" x H 20.5 "" x D 7.9 ""

Strap Drop. 15.7 ""","Beige, Ocher, Orange, Navy / Toile H, Nylon canvas",Dust bag,Less frequently used items,Less frequently used items,-,-,AO04531
HERMES SAC A DEPECHES 41 Briefcase Box Calf Tricolor,/collections/hermes/products/ao04530,"268,000",Circle:Z ;Production in 1996,"W 16.1 "" x H 11.8 "" x D 4.3 ""

Handle Drop. 1.2 ""","Burgundy, Navy, Dark green / Box calf","Dust bag, Key x1",There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO04530
HERMESPOCHETTE JET Clutch Bag Black Box Calf,/collections/hermes/products/ao04339,"98,000",Unclear due to deterioration.,"W 9.1 x H 6.7 x D 1.2 """,Black/ Box Calf,-,"There is sign of use overall.

Metal fittings are discoloration.",There is minor scuff.,-,-,AO04339
HERMES Cocktail Shoulder Bag Black Satin,/collections/hermes/products/ao04338,"118,000",Circle: M ; Production in 1983,"W 9.4 × H 5.9 × D 0.2 ""

Shoulder Drop. 18.9 """,Black/ Satin,Box,There is minor dirt.,There is sign of use overall.,-,-,AO04338
HERMES POCHETTE RIO Clutch Black Box Calf,/collections/hermes/products/ao04248,"98,000",Couldn't find.,"W 9.4 "" x H 6.7 "" x D 0.4 """,Black / Box calf,Dust bag,There is minor sign of use overall.,There is minor sign of use overall.,-,-,AO04248
HERMES BOLIDE 45 Hand Bag Ardennes Red,/collections/hermes/products/ao04173,"368,000",Square:B ;Production in 1998,"W 18.1 "" x H 13.8 "" x D 9.1 ""

Handle Drop. 4.3 """,Red / Vachette Grainee Des Ardennes,"Padlock, Key x2, Key cover","Little dirt

Bottom corner: Rubbed, Scuff",Less frequently used items,-,-,AO04173
HERMES BOLIDE 37 Hand Bag Brown Porc Pigskin,/collections/hermes/products/ao03971,"128,000",Couldn't find.,"W 14.2 "" x H 10.6 "" x D 5.5 ""

Handle Drop. 3.9 """,Brown / Porc(Pigskin),"Key x2, Key cover",There is sign of use overall.,"There is sign of use overall.

Dirt",-,-,AO03971
HERMES KELLY 32 SELLIER 2way Hand Bag Brown Pigskin,/collections/hermes/products/ao03677,"598,000",Circle:X ;Production in 1994,"W 13.0 "" x H 9.1 "" x D 4.7 ""

Handle Drop. 3.5 ""

Strap Drop. 17.3 """,Brown / Veau porc / Pigskin,"Dust bag, Shoulder strap, Padlock, Key x2, Key cover","There is minor sign of use overall.

Dirt",Little scuff,-,-,AO03677
HERMES BIRKIN 40 Hand Bag Brown Couchevel Leather,/collections/hermes/products/ao03612,"698,000",Can not read unclear.,"W 15.7 "" x H 10.6 "" x D 8.3 ""

Handle Drop. 4.3 """,Dark brown / Veau Graine Couchevel,"Dust bag, Padlock, Key x2, Key cover","Bottom corner: Small scuff

Shape collapse",There is minor sign of use overall.,-,There is smell of perfume.,AO03612
HERMES PLUME HERRAND 28 Hand Bag Chevre Myzore Orange,/collections/hermes/products/ao03330,"189,000",Square:I ;Production in 2005,"W 11.0 "" x H 6.7 "" x D 2.4 ""

Handle Drop. 4.7 """,Orange/Chevre myzore,Dust bag,"Bottom corner: Rubbed, Scuff",There is minor sign of use overall.,-,-,AO03330
HERMES EQUI Clutch Brown Taurillon Clemence,/collections/hermes/products/ao03169,"128,000",Couldn't find.,"W 10.6 "" x H 7.5 "" x D 2.8 """,Brown/Taurillon Clemence,"Box, Dust bag",Less frequently used items,Less frequently used items,-,-,AO03169
HERMES KELLY 35 2way Hand Bag Black Vache Liege,/collections/hermes/products/ao02343,"698,000",Square: E ; Production in 2001,"W 13.8 × H 9.4 × D 4.7 ""

Handle Drop. 3.9 ""

Shoulder Drop. 16.9 """,Black/ Vache Liegee,"Shoulder Strap, Cover of Keys, Keys*2, Padlock, Rain Cover, Dust Bag, Box","There is scuff and dirt, Good condition.",Good condition.,Metal fittings are discoloration.,-,AO02343
HERMES EVELYNE GM Shoulder Bag Rouge Taurillon Clemence,/collections/hermes/products/ao02246,"208,000",Square: F ; Production in 2002,"W 13.0 × H 12.6 × D 3.5 ""

Shoulder Drop. 16.5 """,Rouge / Taurillon Clemence,"Dust Bag, Manual, Box",Good condition.,There is scuff and dirt.,,-,AO02246
HERMES Sac A Malice Pochette Shoulder Bag Blue Box Calf,/collections/hermes/products/ao01790,"198,000",Circle:T ;Production in 1990,"W 9.3 "" x H 5.5 "" x D 1.6 ""

Strap Drop. 16.5 ""","Blue,Red,Yellow,Orange / Box calf,Veau Graine Couchevel,Lizard skin,Ostrich skin",Dust bag,There is feeling of use.,"There is a little feeling of use, good condition.",-,-,AO01790
HERMES BIRKIN 35 Hand Bag Taurillon Clamence Navy,/collections/hermes/products/ao01711,"798,000",Circle Z : ; Production in 1996,"W 13.4 x H 10.2 x D 7.1 ""

Handle Drop. 3.9 """,Navy/ Taurillon Clamence,"Padlock, Keys*2, Cover of Keys, Dust Bag","There is scuff, good condition.","There is sign of use overall.

Pocket is scuff and dirt.",,-,AO01711
HERMES HERBAG MM 2 in 1 2way Hand Bag Black Toile Officier,/collections/hermes/products/ao00521,"128,000", AO00521, Square:F ;Production in 2002, W 38.0 x H 33.0 or 40.0 x D 14.0 cm  Handle Drop. 5.0 cm  Shoulder Drop. 45.0 cm," Shoulder Strap, Spare Bag, Padlock, Key*2, Cover of Key, Dust Bag*2, Manual, Stopper"," There is a feeling of use, some noticeable Scuff, Dirt, Scratches, Wrinkle"," There is a feeling of use, some noticeable scratches and dirt", -, -, Outside: -  Inside: -
HERMES BOLIDE 37 PORK SKIN BROWN HAND BAG,/collections/hermes/products/ao00510,"168,000",AO00510,Couldn't find.,"W 36 x H 27 x D 14.5 cm

Handle Drop. 10 cm","Dust bag.Padlock,Key x2,Key cover","There is a feeling of use, some noticeable Rubbed,Scuff,Dirt","There is a feeling of use, some noticeable Rubbed,Minor dirt",-,Nothing in particular.,"Outside: -

Inside: Pocket x1"
HERMES PLUME HERRAND 28 Hand Bag Veau Epsom White Yellow,/collections/hermes/products/ao00509,"228,000",AO00509,Square:J ;Production in 2006,"W 28 x H 17 x D 7 cm

Handle Drop. 13 cm",-,"There is a feeling of use, some noticeable Rubbed,Minor dirt","There is a little feeling of use, good condition",-,There is a Smell of material.,"Outside: -

Inside: Pocket*3"
HERMES Sac a Malice Shoulder Bag Yellow Veau Epsom,/collections/hermes/products/ao00501,"298,000",AO00501,Square : H ; Production in 2004,"W 23.0 × H 14.0 × D 8.0 cm

Shoulder Drop. 43.0 cm","Box, Dust Bag","There is a feeling of use, some noticeable scratches and dirt","There is a feeling of use, some noticeable scratches and dirt",-,-,"Outside: -

Inside: Pocket*3"
HERMES MINI BOLIDE Red Couchevel Pochette Hand Bag,/collections/hermes/products/ao00490,"398,000",AO00490,Circle:W ;Production in 1993,"W 20.5 x H 15 x D 8 cm

Handle Drop. 8.0 cm

Shoulder Drop. 53 cm","Dust Bag,Shoulder strap","There is a feeling of use, some noticeable scratches and dirt","There is a feeling of use, some noticeable scratches and dirt",-,There is a Minor smell of perfume.,"Outside: -

Inside: Pocket x1"
HERMES EVELYNE GM Shoulder Bag White Dalmatien,/collections/hermes/products/ao00488,"168,000",AO00488,Square;E ; Production in 2001,"W 31.0 x H 31.0 x D 8.0 cm

Shoulder Drop. 43.0 cm",Dust Bag,"There is a feeling of use, some noticeable Scuff, Dirt, Wrinkle, Black Stain","There is a feeling of use, some noticeable Dirt, Scuff, Wrinkle, Fluffing, Yellow Tint",-,There is a Smell of material.,"Outside: -

Inside: -"
HERMES EVELYNE GM Shoulder Bag White Dalmatien,/collections/hermes/products/ao00461,"168,000",AO00461,Square:E ;Production in 2001,"W 31 x H 31 x D 8 cm

Shoulder Drop. 45 cm",-,"There is a feeling of use, some noticeable Scuff, Dirt, Wrinkle","There is a feeling of use, some noticeable Dirt, Scuff, Fluffing, Stain",-,There is a Smell of material.,"Outside: -

Inside: -"
