prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
CHANEL Quilted CC Logos Fringe Shoulder Bag Black,/collections/chanel/products/ao08257,248000,1986431,"W 9.1 x H 6.5 x D 2.4 ""
Shoulder Drop. 20.1 ""","Black
/ Leather","Authenticity Seal, Box","There is a little feeling of use, Lose shape.

Chain is discolour.","There is a little feeling of use, good condition.",-,-,AO08257
CHANEL Studs CC Logos Shoulder Tote Bag Black,/collections/chanel/products/ao08256,128000,2670880,"W 12.2 x H 9.4 x D 2.8 ""
Shoulder Drop. 11.8 ""","Black
/ Leather","Authenticity Card, Authenticity Seal(Sticky)","There is a little feeling of use, good condition.",There is feeling of use.,-,Strong smell of cigarette.,AO08256
CHANEL Jumbo CC Logos Shoulder Bag Black,/collections/chanel/products/ao08255,178000,9334272,"W 10.6 x H 6.7 x D 3.1 ""
Shoulder Drop. 9.1 ""","Black
/ Caviar Skin","Authenticity Card, Authenticity Seal, Manual, Dust Bag","There is minor scuff, Shoulder is lose shape.",There is minor scuff.(Bottom),-,-,AO08255
CHANEL Quilted CC Logos Bum Bag Black,/collections/chanel/products/ao08253,348000,5694027,"W 7.1 x H 5.1 x D 1.2 ""
Waist. 26.0 - 29.1 ""
# 30/75",Black/ Caviar Skin,"Authenticity Card, Dust Bag",There is minor scuff.,"There is feeling of use, powder dirt.",The hole which is not original is made.,Strong smell of perfume.,AO08253
CHANEL CC 2way Cosmetic Vanity Hand Bag Black,/collections/chanel/products/ao08211,268000,3183817,"W 9.1 "" x H 7.1 "" x D 5.3 ""
Handle Drop. 2.0 ""
Strap Drop. 20.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Shoulder Strap","There is feeling of use, Chain is minor discolor.

Shoulder metal is scraped.(One Side)","There is feeling of use, minor scratches and dirt.",-,-,AO08211
CHANEL Sports Line CC Backpack Hand Bag Black Green,/collections/chanel/products/ao08209,248000,9546313,"W 10.6 "" x H 15.7 "" x D 3.5 ""
Handle Drop. 2.0 ""
Strap. 14.6 - 26.8 ""","Black, Fluorescence Green
/
Nylon, Rubber","Authenticity Seal, Authenticity Card, Manual","There is a little feeling of use, Handle is dirt.","There is a little feeling of use, good condition.",-,-,AO08209
CHANEL Quilted Fringe CC Bijou Print Chain Shoulder Bag Blue Satin,/collections/chanel/products/ao08207,368000,867995,"W 6.1 "" x H 4.7 "" x D 2.8 ""
Strap Drop. 20.1 ""","Blue, etc
/
Satin, Leather","Authenticity Seal, Dust Bag","There is feeling of use, Leather is scuff.","There is feeling of use, scuff.",-,-,AO08207
CHANEL Quilted CC Single Chain Shoulder Bag Black Lizard,/collections/chanel/products/ao08199,298000,1101682,"W 7.9 "" x H 5.1 "" x D 1.8 ""
Strap Drop. 18.1 ""","Black
/
Lizard Skin","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.","There is feeling of use, scuff and mold.",-,-,AO08199
CHANEL Diana Quilted Single Chain Shoulder Bag Black,/collections/chanel/products/ao08198,598000,3379932,"W 8.7 "" x H 5.5 "" x D 2.6 ""
Strap Drop. 19.7 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal","There is minor shapeless, Very good condition.","There is a little feeling of use, Very good condition.",-,-,AO08198
CHANEL Duma Quilted CC Drawstring Chain Backpack Bag White,/collections/chanel/products/ao08169,428000,3272517," W 8.7 "" x H 9.4 "" x D 4.3 "" Strap. 26.8 - 29.1 """, White / Leather," Authenticity Seal(Peeled), Authenticity Card, Manual"," There is feeling of use, Pocket is stain."," There is feeling of use, stain and yellow tint. .", -, Strong smell of material., AO08169
CHANEL Quilted CC Logos Chain Hand Bag Black,/collections/chanel/products/ao08168,198000,706241,"W 7.1 "" x H 5.1 "" x D 2.4 ""
Handle Drop. 3.9 """,Black/ Satin,"Authenticity Seal, Authenticity Card","There is feeling of use, Pocket is dirt.","There is feeling of use, dirt.",-,Strong smell of material.,AO08168
CHANEL CC Plastic Chain Shoulder Tote Bag Blue,/collections/chanel/products/ao08165,198000,5310349,"W 11.4 "" x H 12.2 "" x D 5.1 ""
Strap Drop. 7.9 ""","Blue, Brown
/
Denim","Authenticity Seal, Authenticity Card","There is feeling of use, minor suntanned, scuff and dirt.","There is feeling of use, stain.",-,-,AO08165
CHANEL Quilted CC Fringe Chain Shoulder Bag Brown,/collections/chanel/products/ao08164,228000,2518099,"W 9.1 x H 6.7 x D 2.4 ""
Shoulder Drop. 20.9 ""","Brown
/
Suede","Authenticity Card, Authenticity Seal","There is feeling of use, Lose shape.",There is feeling of use.,-,-,AO08164
CHANEL Sport Line Cross Body Shoulder Bag Black,/collections/chanel/products/ao08162,148000,10462013,"W 9.4 "" x H 7.9 "" x D 3.9 ""
Strap Drop. 12.2 - 24.4 ""","Black, Dark Green
/
Nylon, etc","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is feeling of use, discoloration and sticky.","There is feeling of use, minor discoloration.",-,-,AO08162
CHANEL Quilted Half Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao08148,268000,1182716,"W 8.9 "" x H 6.3 "" x D 2.8 ""
Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",Very good condition.,Side has minor blow powder. Pocket is dirt.,-,-,AO08148
CHANEL Quilted CC Half Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao08145,268000,1182565,"W 8.9 "" x H 6.3 "" x D 2.8 ""
Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Box","There is wrinkle, good condition.","There is feeling of use, Pocket is dirt.",-,-,AO08145
CHANEL Quilted CC Half Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao08142,248000,3798554,"W 7.5 "" x H 4.3 "" x D 2.0 ""
Strap Drop. 20.9 ""","Black
/
Leather","Authenticity Seal, Shop Seal",Very good condition.,"Metal fittings is minor dirt, good condition.",-,-,AO08142
CHANEL Quilted Fringe CC Cross Body Shoulder Bag Red,/collections/chanel/products/ao08138,168000,1718357,"W 6.3 "" x H 4.9 "" x D 2.8 ""
Strap Drop. 18.9 ""","Red
/
Leather",Authenticity Seal,"There is a little feeling of use, good condition.",Very good condition.,-,-,AO08138
CHANEL CC Single Chain Shoulder Bag Black Lizard,/collections/chanel/products/ao08136,698000,1043249,"W 7.3 "" x H 5.5 "" x D 2.4 ""
Strap Drop. 20.1 ""","Black
/
Lizard Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box","There is a little feeling of use, good condition.","There is dirt, good condition.",-,-,AO08136
CHANEL CC Logos Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08093,398000,3883781,"W 8.3 "" x H 9.8 "" x D 3.9 ""
Strap. 29.9 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO08093
CHANEL CC Logos Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08092,368000,3466259,"W 7.9 x H 9.8 x D 3.9 ""
Strap total length. 29.5 """,Black/ Caviar Skin Leather,"Authenticity Card, Authenticity Seal(Sticky),Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.

Zipper pocket is dirt.",-,-,AO08092
CHANEL Quilted CC Chain Hand Tote Bag Blue Denim,/collections/chanel/products/ao08090,298000,5310642,"W 12.4 "" x H 13.4 "" x D 4.7 ""
Handle Drop. 5.9 ""","Blue
/
Denim","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is feeling of use, Corner and Chain is scuff.",Side is frayed.(One Side),-,Smell of perfume.,AO08090
CHANEL Kelly Quilted CC Hand Bag Black Caviar Skin,/collections/chanel/products/ao08087,428000,1435628," W 9.8 "" x H 6.7 "" x D 3.3 "" Handle Drop. 2.6 """, Black / Caviar Skin Leather," Authenticity Seal, Box"," There is a little feeling of use, Pocket is dirt."," There is feeling of use, dirt.", -, -, AO08087
CHANEL CC Chain Mobile Phone Case Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao08084,168000,,"W 3.0 "" x H 7.1 "" x D 1.2 ""
Strap Drop. 23.2 ""","Black
/
Caviar Skin Leather",-,"There is minor dirt, good condition.","There is feeling of use, dirt.",-,-,AO08084
CHANEL Quilted CC Single Chain Shoulder Bag Black Satin,/collections/chanel/products/ao08081,248000,1142466,"W 7.5 "" x H 5.9 "" x D 2.0 ""
Strap Drop. 16.5 ""","Black
/
Satin","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.","There is feeling of use, mold.",-,-,AO08081
CHANEL Quilted Tortoiseshell Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao08080,598000,3161609,"W 9.8 "" x H 6.3 "" x D 2.6 ""
Strap Drop. 19.3 ""","Black
/
Leather",Authenticity Seal,"There is feeling of use, scuff.","There is feeling of use, Flap has scuff.

Zipper pocket side is minor crack.",-,-,AO08080
CHANEL Quilted CC Logos Single Chain Shoulder Bag Black,/collections/chanel/products/ao08078,328000,2050807,"W 7.1 x H 4.7 x D 2.2 ""
Shoulder Drop. 19.7 ""","Black
/
Leather","Authenticity Card, Authenticity Seal","There is minor scuff, good condition.","There is minor dirt, good condition.",-,-,AO08078
CHANEL CC Logos Chain Shoulder Bag Hard Case Black,/collections/chanel/products/ao08071,798000,,"W 5.1 x H 4.3 x D 1.8 ""
Shoulder Drop. 22.0 ""","Black, Gold
/
Plastic, Gold-tone","Manual, Dust Bag","There are many fine scratches, good condition.","There is scuff and minor dirt, good condition.",-,-,AO08071
CHANEL Quilted Classic Flap Jumbo Shoulder Bag Black,/collections/chanel/products/ao08065,348000,4427297,"W 11.8 "" x H 8.9 "" x D 3.1 ""
Strap Drop.(Single) 24.0 ""
Strap Drop.(Double) 12.6 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag","There is a little feeling of use, scratches.","There is a little feeling of use, good condition.",-,Smell of Menthol.,AO08065
CHANEL V Stitch Classic Flap Maxi Shoulder Bag Black Caviar,/collections/chanel/products/ao08060,598000,3961785,"W 14.0 "" x H 9.1 "" x D 3.5 ""
Strap Drop.(Single) 23.2 ""
Strap Drop.(Double) 12.6 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Manual, Shop Seal, Dust Bag",Very good condition.,"There is feeling of use, scuff and dirt.",-,-,AO08060
CHANEL CC Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao08004,398000,,"W 12.2 "" x H 13.0 "" x D 3.9 ""
Strap. 29.9 ""","Black
/ Caviar Skin Leather","Authenticity Seal, Pouch","There is feeling of use, dirt.",There is feeling of use.,-,-,AO08004
CHANEL Quilted CC Logos Mini Shoulder Bag Blue Denim,/collections/chanel/products/ao08000,298000,1877028,"W 5.1 "" x H 4.3 "" x D 1.6 ""
Strap Drop. 8.7 ""","Blue
/ Denim","Authenticity Seal, Authenticity Card, Box, Dust Bag","There is feeling of use, faded and minor dirt.",Very good condition.,-,-,AO08000
CHANEL CC Chain Shoulder Phone Case Red Caviar Skin,/collections/chanel/products/ao07971,198000,3192507,"W 2.8 "" x H 6.7 "" x D 1.6 ""
Strap Drop. 24.8 ""","Red
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.

Shoulder leather is minor peeled.","There is a little feeling of use, good condition.",-,-,AO07971
CHANEL Quilted CC Full Flap Single Chain Shoulder Bag Black,/collections/chanel/products/ao07966,268000,1455485,"W 9.4 "" x H 5.7 "" x D 2.2 ""
Strap Drop. 20.9 ""","Black
/
Leather","Authenticity Seal, Shop Seal","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07966
CHANEL CC Drawstring Chain Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao07960,198000,3898173,"W 12.2 "" x H 12.2 "" x D 3.9 ""
Strap Drop. 19.7 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Pouch","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,Smell of dusty.,AO07960
CHANEL CC Logos Drawstring Chain Shoulder Bag Black,/collections/chanel/products/ao07959,328000,1681398,"W 7.7 "" x H 9.4 "" x D 5.9 ""
Strap Drop. 18.5 ""","Black
/
Leather","Authenticity Seal, Pouch","There is a little feeling of use, Leather has minor peeled.","There is a little feeling of use, good condition.",-,Smell of material.,AO07959
CHANEL Wild Stitch Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao07954,268000,6551975,"W 9.8 "" x H 6.7 "" x D 2.4 ""
Strap Drop.(Single) 15.7 ""
Strap Drop.(Double) 8.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box","There is feeling of use, scuff and wrinkle.",There is feeling of use.,-,-,AO07954
CHANEL Jumbo XL CC Logos Chain Shoulder Tote Bag Black,/collections/chanel/products/ao07952,168000,,"W 16.1 "" x H 12.2 "" x D 3.9 ""
Strap Drop. 12.2 ""","Black
/
Leather",Authenticity Seal,"There is feeling of use, scratches.

Corner has scuff.","There is feeling of use, wrinkle and dirt.",-,Smell of perfume.,AO07952
CHANEL Kelly Quilted CC Logos Hand Bag Blue Denim,/collections/chanel/products/ao07906,598000,1780243," W 9.8 "" x H 7.5 "" x D 3.5 "" Handle Drop. 2.8 """," Blue / Denim, Leather"," Authenticity Seal, Authenticity Card"," There is feeling of use, scuff and faded.", There is feeling of use., -, Smell of perfume., AO07906
CHANEL Quilted CC Logos Hand Bag Black,/collections/chanel/products/ao07902,148000,3853182,"W 6.3 "" x H 6.3 "" x D 2.0 ""
Handle Drop. 5.9 ""","Black
/ Leather",Authenticity Seal,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07902
CHANEL Quilted CC Logos Chain 2way Hand Bag Black,/collections/chanel/products/ao07901,398000,1793989,"W 9.1 "" x H 6.3 "" x D 2.0 ""
Handle Drop. 1.2 ""
Strap Drop. 15.0 ""","Black
/ Leather","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.","There is feeling of use, scuff and minor dirt..",-,Smell of perfume.,AO07901
CHANEL CC Logos 2way Cosmetic Hand Bag Dark Brown Caviar Skin,/collections/chanel/products/ao07900,198000,5100011,"W 9.1 "" x H 6.3 "" x D 6.3 ""
Handle Drop. 1.2 ""
Strap Drop. 17.7 ""","Dark Brown
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card, Padlock, Keys*2, Cover of Keys, Dust Bag, Shoulder Strap","There is a little feeling of use, good condition.
.","There is feeling of use, dirt.",-,-,AO07900
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao07895,298000,1108132,"W 7.5 "" x H 5.7 "" x D 1.6 ""
Strap Drop. 16.9 ""","Black
/ Leather","Authenticity Seal, Authenticity Card","There is a little feeling of use, Chain and Metal fittings has discolor.
.","There is feeling of use, dirt.",-,-,AO07895
CHANEL Quilted Classic Single Flap Small Shoulder Bag Black,/collections/chanel/products/ao07893,268000,1263132,"W 9.1 "" x H 5.5 "" x D 2.4 ""
Strap Drop. 20.1 ""","Black
/ Leather","Authenticity Seal, Dust Bag, Shop Seal","There is a little feeling of use, good condition.","There is a little feeling of use, Side and Pocket has peeled.",-,-,AO07893
CHANEL Mademoiselle Classic Flap Jumbo Shoulder Bag Black Caviar,/collections/chanel/products/ao07880,348000,,"W 11.8 "" x H 8.7 "" x D 3.1 ""
Strap Drop. 12.2 - 21.7 ""","Black
/ Caviar Skin",-,"There is a little feeling of use, good condition.","There is feeling of use, powder dirt.",-,-,AO07880
CHANEL Quilted CC Double Chain Shoulder Bag Black,/collections/chanel/products/ao07878,368000,2408652,"W 9.1 "" x H 5.9 "" x D 2.4 ""
Strap Drop.(Single) 15.4 ""
Strap Drop.(Double) 8.3 ""","Black
/ Leather","Authenticity Seal, Authenticity Card, Shop Seal","There is a little feeling of use, good condition.","There is minor dirt, good condition.",-,-,AO07878
CHANEL V Stitch Quilted CC Single Chain Shoulder Bag Navy,/collections/chanel/products/ao07877,268000,5068789,"W 9.6 "" x H 6.7 "" x D 2.4 ""
Strap Drop.(Single) 16.1 ""
Strap Drop.(Double) 8.7 ""","Navy
/ Leather","Authenticity Card, Dust Bag","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07877
CHANEL Kelly Quilted CC Logos Hand Bag Black Cotton,/collections/chanel/products/ao07836,268000,," W 10.2 x H 6.7 x D 3.5 "" Handle Drop. 2.8 """, Black/ Cotton, Authenticity Seal(Scuff), Very good condition., There is feeling of use., -, -, AO07836
CHANEL Kelly Quilted CC Logos Hand Bag Indigo Denim,/collections/chanel/products/ao07835,898000,4786490," W 10.2 x H 6.7 x D 3.5 "" Handle Drop. 2.4 """, Indigo / Denim," Authenticity Card, Authenticity Seal, Dust Bag, Box"," Corners has minor scuff, Very good condition."," There is minor scuff, Very good condition.", -, -, AO07835
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Denim,/collections/chanel/products/ao07834,598000,5651585,"W 9.8 x H 6.3 x D 2.6 ""
Shoulder Drop.(Single) 16.5 ""
Shoulder Drop.(Double) 9.1 ""","Indigo
/ Denim","Authenticity Card, Authenticity Seal, Manual, Dust Bag, Box","Denim part has scuff and faded, good condition.","There is a little feeling of use, good condition.",-,-,AO07834
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Caviar,/collections/chanel/products/ao07833,598000,8252441,"W 9.8 x H 6.3 x D 2.6 ""
Shoulder Drop. (Double) 9.1 ""
Shoulder Drop. (Single) 16.9 """,Beige/ Caviar Skin Leather,"Authenticity Card, Authenticity Seal, Dust Bag, Box",Very good condition.,Very good condition.,-,-,AO07833
CHANEL Quilted CC Logos Single Chain Shoulder Bag Ivory Caviar Skin,/collections/chanel/products/ao07824,598000,2640422,"W 8.7 x H 5.5 x D 2.8 ""
Shoulder Drop. 19.7 """,Ivory/ Caviar Skin Leather,"Authenticity Card, Authenticity Seal",Very good condition.,"There is scuff and minor dirt, good condition.",-,-,AO07824
CHANEL Quilted Classic Flap Mini Square Shoulder Bag Dark Brown Cotton,/collections/chanel/products/ao07822,268000,4363911,"W 6.7 x H 5.1 x D 2.4 ""
Shoulder Drop. 20.1 ""","Dark Brown
/ Canvas","Authenticity Seal, Dust Bag, Box","Side: minor lose shape, Very good condition.","There is minor scuff, good condition.",-,Smell of perfume.,AO07822
CHANEL Quilted Classic Single Flap Small Shoulder Bag Black,/collections/chanel/products/ao07815,348000,2424138,"W 8.7 x H 5.9 x D 2.4 ""
Shoulder Drop. 20.9 """,Black/ Leather,"Authenticity Card, Authenticity Seal, Manual, Box","There is minor scuff, good condition.","There is a little feeling of use, good condition.

Backside of flap has scratches and wrinkle.",-,-,AO07815
CHANEL CC Logos Single Chain Shoulder Bag Black Lizard,/collections/chanel/products/ao07814,428000,579457,"W 7.5 x H 4.3 x D 2.0 ""
Shoulder Drop. 16.9 ""","Black
/ Lizard Skin Leather","Authenticity Card, Authenticity Seal, Manual, Box","There is minor scuff, good condition.","There is a little feeling of use, good condition.",-,-,AO07814
CHANEL CC Chain Drawstring Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao07813,348000,3043507,"W 9.4 x H 11.4 x D 7.1 ""
Shoulder Drop. 17.7 ""","Black
/ Caviar Skin Leather","Authenticity Card, Authenticity Seal(Scuff), Manual, Pouch","There is a little feeling of use, good condition.

Lose shape.","There is a little feeling of use, good condition.

A trance of the seal is sticky．",-,-,AO07813
CHANEL Kelly Quilted CC Hand Bag Black Caviar Skin,/collections/chanel/products/ao07772,428000,4422087," W 9.8 "" x H 7.1 "" x D 3.5 "" Handle Drop. 2.4 """, Black / Caviar Skin," Authenticity Seal(Scuff), Authenticity Card, Manual"," There is a little feeling of use, good condition."," There is feeling of use, Flap is dirt.", -, -, AO07772
CHANEL Kelly Quilted CC Logos Hand Bag Black,/collections/chanel/products/ao07771,398000,4538187," W 9.8 x H 6.7 x D 3.5 "" Handle Drop. 2.4 """, Black / Leather," Authenticity Card, Authenticity Seal, Manual, Dust Bag"," There is minor scuff, good condition."," Backside of flap has scratches, good condition.", -, -, AO07771
CHANEL CC Logos Chain Backpack Bag Brown Suede,/collections/chanel/products/ao07763,198000,3697074,"W 12.2 x H 13.8 x D 5.1 ""
Shoulder Drop. 30.1 ""","Brown
/ Suede, Leather","Authenticity Card, Authenticity Seal, Shop Seal","There is feeling of use, Lose shape.","There is scuff and minor dirt, good condition.",-,Smell of perfume.,AO07763
CHANEL Quilted Classic Single Flap Medium Shoulder Bag Black,/collections/chanel/products/ao07759,268000,7818092,"W 10.0 "" x H 7.1 "" x D 2.8 ""
Strap Drop. 15.7 ""","Black
/ Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag, Box","There is minor scuff, good condition.","There is a little feeling of use, good condition.",-,-,AO07759
CHANEL Quilted Classic Flap Maxi Shoulder Bag Black,/collections/chanel/products/ao07756,348000,3802683,"W 13.0 "" x H 9.1 "" x D 3.9 ""
Strap Drop.(Single) 24.4 ""
Strap Drop.(Double) 13.4 ""","Black
/ Leather","Authenticity Seal, Authenticity Card, Manual","There is a little feeling of use, good condition.","There is feeling of use, mold stain.

Side is discoloration.",-,-,AO07756
CHANEL Quilted Classic Double Flap Small Shoulder Bag Navy,/collections/chanel/products/ao07755,368000,1588027,"W 9.1 x H 5.9 x D 2.6 ""
Shoulder Drop.(Single) 16.5 ""
Shoulder Drop.(Double) 9.4 """,Navy/ Leather,"Authenticity Card, Authenticity Seal","There is a little feeling of use, good condition.","There is feeling of use, many mold.",-,Smell of mold.,AO07755
CHANEL Quilted Classic Double Flap Medium Shoulder Bag Canvas Black,/collections/chanel/products/ao07753,298000,7379304,"W 9.8 "" x H 5.9 "" x D 2.8 ""
Strap Drop.(Single) 16.5 ""
Strap Drop.(Double) 9.1 ""","Black, White
/ Canvas, Leather","Authenticity Seal, Authenticity Card","There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07753
CHANEL Classic Double Flap Small Shoulder Bag Black Crocodile,/collections/chanel/products/ao07752,798000,949383,"W 8.7 "" x H 5.9 "" x D 2.4 ""
Strap Drop.(Single) 16.9 ""
Strap Drop.(Double) 9.4 ""","Black
/ Crocodile Leather, Leather","Authenticity Seal, Mirror","There is feeling of use.
Corner, Shoulder leather and pocket side has scuff.","There is feeling of use, scuff.

Pocket has powder dirt.",-,-,AO07752
CHANEL Quilted Stripe CC Waist Bum Bag Brown White,/collections/chanel/products/ao07718,268000,3332249,"W 5.9 "" x H 5.1 "" x D 1.2 ""
Waist. 27.6 - 28.7 ""","Brown, White
/ Canvas, Leather",Authenticity Seal,There is feeling of use.,"There is feeling of use, dirt.",-,-,AO07718
CHANEL Cosmos Line Quilted CC Chain Waist Bum Bag Beige,/collections/chanel/products/ao07715,248000,,"W 5.5 "" x H 4.3 "" x D 1.4 ""
Waist. 23.6 - 24.8 ""","Beige
/ Leather",-,"There is feeling of use, scuff and dirt.","There is feeling of use, scratches.",-,-,AO07715
CHANEL Quilted CC Single Chain Shoulder Bag Gold,/collections/chanel/products/ao07710,398000,1992841,"W 6.3 "" x H 4.9 "" x D 1.6 ""
Strap Drop. 21.7 ""","Gold
/ Leather","Authenticity Seal, Authenticity Card, Dust Bag","There is a little feeling of use, good condition.",There is feeling of use.,-,-,AO07710
CHANEL Classic Double Flap Medium Shoulder Bag Bi-Color Black Pink Fur,/collections/chanel/products/ao07702,198000,6960842,"W 10.0 "" x H 6.3 "" x D 2.6 ""
Strap Drop.(Single) 16.1 ""
Strap Drop.(Double) 9.1 ""","Black, Pink
/ Fur, Leather",Authenticity Seal,"There is feeling of use, Corner is scuff and fur is peeled.","There is a little feeling of use, good condition.",-,-,AO07702
CHANEL Jumbo CC Double Chain Shoulder Bag Clear Gold,/collections/chanel/products/ao07700,168000,,"W 16.3 "" x H 12.2 "" x D 4.3 ""
Strap Drop. 11.4 ""","Clear, Gold
/ Vinyl, Leather",Authenticity Seal(Peeled),"There is feeling of use, scratches and dirt.","There is feeling of use, scuff and dirt.",-,-,AO07700
CHANEL Jumbo CC Double Chain Shoulder Bag Clear Gold,/collections/chanel/products/ao07699,198000,,"W 16.3 "" x H 12.2 "" x D 4.3 ""
Strap Drop. 11.4 ""","Clear, Gold
/ Vinyl, Leather",Authenticity Seal(Peeled),"There is feeling of use, scratches and dirt.",There is feeling of use.,-,-,AO07699
CHANEL Quilted Cosmetic Hand Bag Vanity Red Patent Leather,/collections/chanel/products/ao07696,798000,3383824,"W 8.3 x H 8.3 x D 3.0 ""
Handle Drop. 2.8 ""","Red, Black
/ Patent Leather","Authenticity Card, Authenticity Seal, Dust Bag, Manual","There is a little feeling of use, good condition.

Metal fittings has dirt and discolour.","There is feeling of use, scuff(Near the zipper rail.)",-,-,AO07696
CHANEL Quilted CC Logos Cosmetic Vanity Hand Bag Red,/collections/chanel/products/ao07695,598000,402084,"W 9.8 "" x H 10.0 "" x D 5.1 ""
Handle Drop. 1.2 ""","Red
/ Leather",Authenticity Seal,"There is feeling of use, scuff.

Bottom metal is peeled.","There is feeling of use, scuff.",-,-,AO07695
CHANEL Quilted CC Logos 2 in 1 Hand Bag Set Gold,/collections/chanel/products/ao07692,980000,2995951,"W 10.2 x H 5.9 x D 2.8 ""
Handle Drop. 3.5 ""
(Mini Bag)W 5.5 x H 4.3 x D 2.4 ""
Handle Drop. 2.8 ""","Gold
/ Leather","Mini Bag, Authenticity Card, Authenticity Seal, Manual, Karabiner, Dust Bag",Karabiner is scratches and dirt.,"There is a little feeling of use, good condition.",-,-,AO07692
CHANEL CC Logos Chain Backpack Bag Ivory Caviar Skin,/collections/chanel/products/ao07691,458000,2673968,"W 12.6 "" x H 13.4 "" x D 3.9 ""
Strap. 32.3 ""","Ivory
/ Caviar Skin Leather","Authenticity Seal, Authenticity Card(Deformation), Pouch, Dust Bag, Box","There is a little feeling of use, Pouch is minor sticky.","There is a little feeling of use, good condition.",-,-,AO07691
CHANEL Diana Quilted CC Single Chain Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao07638,598000,5023088,"W 9.8 "" x H 6.3 "" x D 2.8 ""
Strap Drop. 19.7 ""","Black
/ Caviar Skin Leather","Authenticity Seal, Dust Bag, Box","There is minor shapeless, good condition.","There is a little feeling of use, good condition.",-,Strong smell of cigarettes.,AO07638
CHANEL Quilted Fringe CC Chain Shoulder Bag Beige Lizard,/collections/chanel/products/ao07637,268000,1722761,"W 7.5 "" x H 6.5 "" x D 2.4 ""
Strap Drop. 17.7 ""","Beige
/ Lizard Leather",Authenticity Seal,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07637
CHANEL Quilted Fringe CC Drawstring Chain Shoulder Bag Red,/collections/chanel/products/ao07633,148000,1562516,"W 7.9 "" x H 8.7 "" x D 5.5 ""
Strap Drop. 18.5 ""","Red
/ Leather",Authenticity Card,"There is a little feeling of use, good condition.","There is a little feeling of use, good condition.",-,-,AO07633
CHANEL 2005 Premiere Edition Hard Sided 2way Hand Bag Black,/collections/chanel/products/ao07629,69800,5568455,"W 12.2 x H 10.2 x D 3.9 ""
Handle Drop. 0.8 ""
Shoulder Drop. 21.7 ""","Black
/ Cotton, Metal","Authenticity Card, Authenticity Seal, Manual, Dust Bag, Shoulder Strap",There is feeling of use.,There is feeling of use.,-,-,AO07629
CHANEL Fringe Quilted CC Shoulder Bag Red Suede,/collections/chanel/products/ao07604,328000,2097829,"W 7.1 "" x H 5.1 "" x D 2.8 ""
Strap Drop. 18.9 ""","Red
/
Suede, Leather","Authenticity Seal, Authenticity Card, Box, Shop Seal","There is feeling of use, scuff and black stain.","There is a little feeling of use, good condition.",-,-,AO07604
