prname,page2,price,authnumber,sizeInch,color_material,accessories,outside_condition,inside_condition,other,smell,product_nr
CHANEL CC Chain Backpack Bag Black Caviar Skin,/collections/chanel/products/ao24648,"458,000",3514420,"W 9.4 x H 11.0 x D 3.9 ""

Strap total length. 30.3 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24648,"Good condition

minor mold stain",Good condition,-,AO24648
CHANEL Quilted CC Chain Shoulder Tote Bag Black Caviar Skin,/collections/chanel/products/ao24647,"268,000",5001603,"W 9.8 x H 8.3 x D 3.5 ""

Strap Drop. 11.0 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Shop Seal",AO24647,Excellent condition,"There is sign of use overall.

scuff and dirt",-,AO24647
CHANEL CC Chain Shoulder Tote Bag Dark Brown Caviar Skin,/collections/chanel/products/ao24646,"228,000",3647829,"W 13.0 x H 11.0 x D 4.7 ""

Strap Drop. 14.2 ""","Dark Brown
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual",AO24646,"Good condition

Corner: scuff",Good condition,-,AO24646
CHANEL CC Shoulder Tote Bag Black Caviar Skin,/collections/chanel/products/ao24645,"248,000",5253332,"W 11.0 x H 9.8 x D 3.9 ""

Strap Drop. 10.6 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24645,Good condition,Good condition,-,AO24645
CHANEL CC Chain Hand Tote Bag Black Caviar Skin,/collections/chanel/products/ao24644,"228,000",5122660,"W 9.8 x H 7.9 x D 3.9 ""

Handle Drop. 4.7 ""","Black
/
Caviar Skin Leather",Authenticity Seal,AO24644,"Good condition

Zipper and Button: rust","There is sign of use overall.

mold stain

Pocket has mold stain",-,AO24644
CHANEL Quilted CC Single Chain Mini Shoulder Bag Black,/collections/chanel/products/ao24642,"298,000",0595782,"W 7.1 x H 4.3 x D 2.0 ""

Strap Drop. 21.3 ""","Black
/
Leather",Authenticity Seal,AO24642,Good condition,Good condition,-,AO24642
CHANEL Quilted CC Cross Body Shoulder Bag White,/collections/chanel/products/ao24641,"248,000",4624432,"W 6.7 x H 5.5 x D 2.4 ""

Strap Drop. 17.7 ""","White
/
Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag, Box",AO24641,Good condition,"Good condition

Dirt",-,AO24641
CHANEL CC Single Chain Mini Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao24640,"268,000",5074996,"W 6.7 x H 5.1 x D 2.6 ""

Strap Drop. 23.6 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Shop Seal, Box",AO24640,Good condition,Good condition,-,AO24640
CHANEL Jumbo CC Cross Body Shoulder Bag Orange,/collections/chanel/products/ao24639,"148,000",5994525,"W 7.9 x H 7.7 x D 1.6 ""

Strap Drop. 22.4 ""","Orange
/
Leather","Authenticity Seal, Authenticity Card, Manual",AO24639,Good condition,Good condition,-,AO24639
CHANEL Travel Line Quilted Chain Shoulder Bag Beige Jacquard Nylon,/collections/chanel/products/ao24638,"198,000",6477136,"W 9.8 x H 6.3 x D 2.4 ""

Strap Drop.(Single) 17.7 ""

Strap Drop.(Double) 9.4 ""","Beige
/
Jacquard Nylon, Leather","Authenticity Seal, Shop Seal, Box",AO24638,Good condition,Good condition,-,AO24638
CHANEL CC Basket Chain Shoulder Bag Beige Brown Rattan,/collections/chanel/products/ao24637,"798,000",5208751,"W 6.7 x H 7.1 x D 3.1 ""

Strap Drop. 20.5 ""","Beige, Brown
/
Rattan, Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Box",AO24637,Good condition,"Good condition

Flap: scratches",-,AO24637
CHANEL Classic Double Flap Small Chain Shoulder Bag Red Cotton,/collections/chanel/products/ao24636,"298,000",4375906,"W 9.1 x H 5.5 x D 2.4 ""

Strap Drop.(Single) 16.1"" /(Double) 9.1 ""","Red
/
Cotton","Authenticity Seal, Shop Seal",AO24636,Good condition,Good condition,-,AO24636
CHANEL Classic Flap Jumbo Double Chain Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao24635,"498,000",7377801,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop.(Single) 24.0 ""

Strap Drop.(Double) 12.6 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24635,Good condition,"Good condition

scratches",-,AO24635
CHANEL Octagonal Single Chain Shoulder Bag Crocodile,/collections/chanel/products/ao24634,"498,000",1143958,"W 5.3 x H 5.9 x D 2.2 ""

Shoulder Drop. 17.3 ""","Purple
/
Crocodile Leather, Leather","Authenticity Seal, Authenticity Card, Dust Bag, Box",AO24634,Good condition,Good condition,-,AO24634
CHANEL Quilted CC Waist Bum Bag Black Caviar Skin,/collections/chanel/products/ao24633,"328,000",4229165,"W 5.5 x H 6.3 x D 1.6 ""

Belt Size. 26.0 - 29.9 ""

#30/75","Black
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card",AO24633,"Good condition

Holes have been drilled in addition to the belt.",Good condition,-,AO24633
CHANEL Quilted CC Shoulder Bag Dark Brown Suede,/collections/chanel/products/ao24596,"198,000",5141761,"W 10.2 x H 9.4 x D 3.9 ""

Strap Drop. 9.4 ""","Dark Brown
/
Suede, Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal",AO24596,There is sign of use overall.,Good condition,-,AO24596
CHANEL Jumbo CC Shoulder Tote Bag Black Caviar Skin,/collections/chanel/products/ao24595,"198,000",2839978,"W 13.8 x H 10.6 x D 3.9 ""

Strap Drop. 9.4 ""","Black
/
Caviar Skin Leather",Authenticity Seal,AO24595,"There is sign of use overall.

Scratch",There is sign of use overall.,-,AO24595
CHANEL Choco Bar CC Shoulder Tote Bag Brown Corduroy,/collections/chanel/products/ao24594,"148,000",6247761,"W 11.4 x H 5.5 x D 3.5 ""

Strap Drop. 12.6 ""","Brown, Dark Brown
/
Corduroy, Patent Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24594,"There is sign of use overall.

Strap: dirt and crack",Good condition,-,AO24594
CHANEL Quilted CC Tortoiseshell Plastic Chain Shoulder Bag White,/collections/chanel/products/ao24593,"428,000",4876507,"W 6.7 x H 5.5 x D 2.4 ""

Strap Drop. 18.5 ""","White, Brown
/
Leather, Plastic","Authenticity Seal, Authenticity Card, Dust Bag, Box",AO24593,Good condition,"Good condition

Dirt",-,AO24593
CHANEL Full Flap Single Chain Shoulder Bag Red Lizard,/collections/chanel/products/ao24591,"428,000",0814266,"W 7.5 x H 4.3 x D 2.4 ""

Strap Drop. 16.9 ""","Red
/
Lizard Leather, Leather","Authenticity Seal, Dust Bag",AO24591,"Good condition

Strap: dirt","Good condition

Scratch",-,AO24591
CHANEL Quilted Fringe CC Cross Body Chain Shoulder Bag Brown Suede,/collections/chanel/products/ao24590,"128,000",5762255,"W 10.6 x H 9.6 x D 1.2 ""

Strap Drop. 23.2 ""","Dark Brown
/
Suede","Authenticity Seal, Shop Seal",AO24590,There is sign of use overall.,Good condition,-,AO24590
CHANEL CC Logos Clutch Party Bag Black Clear Plastic,/collections/chanel/products/ao24589,"298,000",9606609,"W 5.5 "" x H 3.5 "" x D 1.6 ""

Strap Drop. 6.3 ""","Black, Clear
/
Plastic, Leather",Authenticity Seal,AO24589,"Good condition

Scratch","Good condition

Scratch",-,AO24589
CHANEL Classic Double Flap Medium Chain Shoulder Bag Beige Caviar,/collections/chanel/products/ao24588,"598,000",8650260,"W 9.1 x H 5.9 x D 2.4 ""

Strap Drop.(Single) 16.5 "" /(Double) 9.1 ""","Beige
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24588,Excellent condition,Good condition,-,AO24588
CHANEL Quilted CC Double Chain Shoulder Tote Bag Black,/collections/chanel/products/ao24587,"248,000",0880045,"W 10.6 x H 10.4 x D 3.1 ""

Strap Drop. 18.9 ""","Black
/
Leather",Authenticity Seal,AO24587,"Good condition

minor loose shape","Good condition

Scratch",-,AO24587
CHANEL Diana Quilted CC Single Chain Shoulder Bag White,/collections/chanel/products/ao24586,"328,000",2336926,"W 8.7 x H 5.7 x D 2.6 ""

Strap Drop. 19.7 ""","White
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag",AO24586,"Good condition

Leather part: dirt",Good condition,-,AO24586
CHANEL Sport Line Messenger Shoulder Bag Metallic Gray,/collections/chanel/products/ao24585,"168,000",10598903,"W 13.8 "" x H 11.4 "" x D 5.5 ""

Strap Drop. 9.8 - 22.4 ""","Metallic Gray, Black
/
Canvas, Leather",Authenticity Seal,AO24585,"Excellent condition

Leather part: minor scuff",Excellent condition,-,AO24585
CHANEL CC Logos Clutch Hand Bag Pouch Beige Linen,/collections/chanel/products/ao24584,"198,000",5597994,"W 8.7 x H 5.9 x D 1.6 ""","Beige
/
Linen",Authenticity Seal,AO24584,"Good condition

scuff and minor peeled","Good condition

Leather part: scratches",-,AO24584
CHANEL CC Logos Shoulder Tote Bag Brown Caviar Skin,/collections/chanel/products/ao24583,"148,000",5489800,"W 10.8 x H 12.6 x D 4.7 ""

Strap Drop. 10.6 ""","Brown
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual",AO24583,Good condition,"Good condition

Scratch",-,AO24583
CHANEL Choco Bar CC Shoulder Tote Bag Black,/collections/chanel/products/ao24582,"168,000",7640245,"W 9.8 x H 8.3 x D 3.1 ""

Strap Drop. 9.1 ""","Black
/
Patent Leather, Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24582,"Good condition

Leather part: scratches

Metal fittings: minor discoloration",Good condition,-,AO24582
CHANEL Quilted Chain Shoulder Bag Navy,/collections/chanel/products/ao24581,"168,000",7228702,"W 11.8 x H 9.1 x D 3.5 ""

Strap Drop. 10.6 ""","Navy, White
/
Leather","Authenticity Seal, Shop Seal",AO24581,"Good condition

minor loose shape","There is sign of use overall.

scratches and dirt",-,AO24581
CHANEL Quilted Cambon Line CC Shoulder Tote Bag Black,/collections/chanel/products/ao24579,"248,000",15235528,"W 12.2 x H 9.8 x D 5.9 ""

Strap Drop. 7.9 ""","Black
/
Leather, Patent Leather","Authenticity Seal, Authenticity Card, Manual",AO24579,Excellent condition,Excellent condition,-,AO24579
CHANEL Quilted CC Tortoiseshell Plastic Chain Hand Bag White,/collections/chanel/products/ao24578,"368,000",2832052,"W 6.1 x H 5.9 x D 3.9 ""

Handle Drop. 7.1 ""","White, Brown
/
Leather, Plastic","Authenticity Seal, Authenticity Card, Shop Seal, Dust Bag",AO24578,Good condition,"Good condition

Dirt",-,AO24578
CHANEL CC Logos Party Hand Bag Black,/collections/chanel/products/ao24577,"198,000",5991624,"W 11.8 x H 5.1 x D 2.4 ""

Handle Drop. 1.6 ""","Black
/
Canvas",Authenticity Seal,AO24577,"Excellent condition

Metal fittings: Faded",Excellent condition,-,AO24577
CHANEL 2.55 Motif Quilted CC Mini Hand Bag Pouch Orange,/collections/chanel/products/ao24576,"148,000",12024807,"W 3.5 x H 3.1 x D 1.6 ""

Handle Drop. 1.6 ""","Orange
/
Patent Leather",Authenticity Seal,AO24576,Good condition,Good condition,-,AO24576
CHANEL Quilted CC Single Chain Shoulder Bag Red,/collections/chanel/products/ao24564,"298,000",0812555,"W 6.9 x H 5.5 x D 2.4 ""

Strap Drop. 20.5 ""","Red
/
Leather","Authenticity Seal, Authenticity Card, Shop Seal",AO24564,"Good condition

Dirt",Good condition,-,AO24564
CHANEL Paris Limited Quilted Double Flap Chain Shoulder Bag Black,/collections/chanel/products/ao24563,"268,000",0778359,"W 10.2 x H 6.7 x D 2.4 ""

Strap Drop.(Single) 14.2 ""

Strap Drop.(Double) 7.9 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",AO24563,Good condition,There is sign of use overall.,cigarettes,AO24563
CHANEL Quilted CC Chain Shoulder Bag Pink Caviar Skin,/collections/chanel/products/ao24562,"298,000",8968601,"W 10.2 x H 7.5 x D 2.0 ""

Shoulder Drop. 10.2 ""","Pink
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24562,"Good condition

Dirt",Good condition,-,AO24562
CHANEL CC Icon Clutch Hand Bag Pouch Purse Navy,/collections/chanel/products/ao24492,"69,800",7829506,W 18.0 x H 10.0 x D 0.5 cm,"Authenticity Seal, Dust Bag",AO24492,"Authenticity Seal, Dust Bag",AO24492,Good condition,-,Good condition
CHANEL Wild Stitch Quilted CC Chain Shoulder Tote Bag Gray,/collections/chanel/products/ao24432,"228,000",8566176,"W 9.8 x H 9.1 x D 3.1 ""

Strap Drop. 9.1 ""","Charcoal Gray
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag",AO24432,Excellent condition,Excellent condition,-,AO24432
CHANEL CC Logos Shoulder Tote Bag Beige Caviar Skin,/collections/chanel/products/ao24431,"168,000",5075775,"W 11.4 x H 9.4 x D 4.7 ""

Strap Drop. 9.1 ""","Beige
/
Caviar Skin Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24431,Good condition,Good condition,-,AO24431
CHANEL Quilted CC Chain Shoulder Tote Bag Black Caviar Skin,/collections/chanel/products/ao24430,"228,000",3920984,"W 12.2 x H 10.2 x D 4.7 ""

Strap Drop. 15.0 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Shop Seal",AO24430,Good condition,Good condition,-,AO24430
CHANEL CC Jumbo XL Chain Shoulder Tote Bag Bi-Color Patent Leather,/collections/chanel/products/ao24429,"248,000",-,"W 16.3 x H 12.2 x D 4.3 ""

Strap Drop. 11.8 ""","Blue, Yellow
/
Patent Leather",Partition Board,AO24429,"There is sign of use overall.

color transfer","There is sign of use overall.

color transfer

Side: frayed and minor crack",-,AO24429
CHANEL Jumbo CC Logos Shoulder Tote Bag Black,/collections/chanel/products/ao24428,"148,000",5319021,"W 11.4 x H 9.4 x D 4.7 ""

Strap Drop. 8.7 ""","Black
/
Leather","Authenticity Seal, Shop Seal",AO24428,"Good condition

scratches

Strap roots: loose shape",Good condition,-,AO24428
CHANEL Quilted CC Logos Hand Bag Black Patent Leather,/collections/chanel/products/ao24427,"248,000",Unclear due to deterioration.(449960),"W 7.5 x H 5.5 x D 3.9 ""

Handle Drop. 5.1 ""","Black
/
Patent Leather, Leather",Authenticity Seal(minor peeled),AO24427,"Good condition

Patent leather and leather part: minor scratches","Good condition

scratches and dirt",-,AO24427
CHANEL CC Tortoiseshell Plastic Handle Hand Bag Black Denim,/collections/chanel/products/ao24426,"148,000",5471969,"W 9.8 x H 8.7 x D 4.3 ""

Handle Drop. 3.1 ""","Black
/
Denim","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24426,Good condition,Good condition,-,AO24426
CHANEL Kelly CC Marble Plastic Handle Hand Bag Black Caviar,/collections/chanel/products/ao24425,"498,000", 6034175," W 9.8 x H 8.3 x D 3.5 ""  Handle Drop. 2.8 """, Black / Caviar Skin Leather," Authenticity Seal, Manual, Dust Bag", AO24425, Good condition, Excellent condition, -, AO24425
CHANEL Quilted CC Chain Vanity Round Hand Bag Black Patent,/collections/chanel/products/ao24424,"798,000",3368313,"W 8.3 x H 8.3 x D 2.8 ""

Handle Drop. 2.8 ""","Black, White
/
Patent Leather","Authenticity Seal, Authenticity Card",AO24424,Good condition,Good condition,-,AO24424
CHANEL Quilted Rhinestone CC Chain Shoulder Bag Black Satin,/collections/chanel/products/ao24423,"198,000",372281,"W 8.3 x H 6.7 x D 2.2 ""

Shoulder Drop. 13.0 ""","Black
/
Satin",Authenticity Seal,AO24423,"Good condition

Metal fittings and chain: rust","Good condition

Metal fittings: rust",-,AO24423
CHANEL Quilted CC Cross Body Shoulder Bag Gray Suede,/collections/chanel/products/ao24422,"228,000",2944466,"W 8.7 x H 6.7 x D 3.0 ""

Strap Drop. 19.3 ""","Gray
/
Suede","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Dust Bag",AO24422,There is sign of use overall.,Good condition,-,AO24422
CHANEL Mademoiselle CC Jumbo Double Chain Shoulder Bag Black,/collections/chanel/products/ao24421,"368,000",3567670,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop.(Single) 25.6 ""

Strap Drop.(Double) 13.8 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",AO24421,Good condition,"Good condition

mold stain(Bottom)",-,AO24421
CHANEL Quilted Fringe Cross Body Shoulder Bag Black,/collections/chanel/products/ao24420,"228,000",2469011,"W 7.1 x H 4.7 x D 2.8 ""

Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",AO24420,Good condition,Good condition,-,AO24420
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao24419,"268,000",0717208,"W 8.7 x H 5.7 x D 2.6 ""

Strap Drop. 18.9 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",AO24419,Good condition,Excellent condition,-,AO24419
CHANEL Choco Bar Travel Line Chain Shoulder Bag Yellow Jacquard,/collections/chanel/products/ao24418,"168,000",7130304,"W 10.2 x H 5.1 x D 1.6 ""

Strap Drop. 11.4 ""","Yellow
/
Jacquard Nylon","Authenticity Seal, Authenticity Card",AO24418,"Good condition

Jacquard Nylon: dirt",Good condition,-,AO24418
CHANEL Choco Bar CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao24417,"228,000",8139752,"W 10.2 x H 5.1 x D 1.6 ""

Strap Drop. 12.2 ""","Black
/
Leather","Authenticity Seal, Shop Seal",AO24417,Good condition,"Good condition

Pocket has minor mold stain",-,AO24417
CHANEL Choco Bar Icon CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao24416,"228,000",6594257,"W 10.2 x H 5.1 x D 1.6 ""

Strap Drop. 11.4 ""","Black, etc
/
Canvas, Leather",Authenticity Seal,AO24416,Good condition,"Good condition

minor torn",-,AO24416
CHANEL Quilted CC Chain Shoulder Bag Phone Case Black,/collections/chanel/products/ao24415,"168,000",3317311,"W 3.1 x H 7.1 x D 2.0 ""

Strap Drop. 25.2 ""","Black
/
Leather","Authenticity Seal(Scuff), Authenticity Card",AO24415,Good condition,"Good condition

minor mold stain",-,AO24415
CHANEL Classic Flap Jumbo Double Chain Shoulder Bag Black,/collections/chanel/products/ao24413,"348,000",4345525,"W 11.8 x H 8.7 x D 3.1 ""

Strap Drop.(Single) 25.6 ""

Strap Drop.(Double) 13.4 ""","Black
/
Leather",Authenticity Seal,AO24413,Good condition,Good condition,-,AO24413
CHANEL Quilted CC Single Chain Mini Shoulder Bag Black,/collections/chanel/products/ao24412,"298,000",1059188,"W 7.1 x H 4.3 x D 2.0 ""

Strap Drop. 20.5 ""","Black
/
Leather",Authenticity Seal,AO24412,Good condition,Good condition,-,AO24412
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao24411,"298,000",2047365,"W 9.8 x H 6.3 x D 2.8 ""

Strap Drop. 20.5 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24411,Good condition,"There is sign of use overall.

mold stain",-,AO24411
CHANEL Quilted CC Single Chain Shoulder Bag Black,/collections/chanel/products/ao24410,"248,000",1263354,"W 8.7 x H 5.7 x D 2.6 ""

Strap Drop. 19.7 ""","Black
/
Leather","Authenticity Seal, Authenticity Card",AO24410,Good condition,Good condition,-,AO24410
CHANEL Quilted CC Single Chain Shoulder Bag Pink Suede,/collections/chanel/products/ao24409,"298,000",4415300,"W 8.7 x H 8.3 x D 2.8 ""

Shoulder Drop. 19.3 ""","Pink
/
Suede, Leather","Authenticity Seal, Authenticity Card, Manual, Dust Bag",AO24409,"There is sign of use overall.

Suede: scuff and dirt",There is sign of use overall.,-,AO24409
CHANEL Quilted CC Drawstring Chain Shoulder Bag Red,/collections/chanel/products/ao24408,"168,000",0655224,"W 6.1 "" x H 6.3 "" x D 4.7 ""

Strap Drop. 20.1 ""","Red
/
Leather","Authenticity Seal, Authenticity Card, Dust Bag",AO24408,Good condition,Good condition,-,AO24408
CHANEL Quilted CC Shoulder Bag Black Caviar Skin,/collections/chanel/products/ao24407,"168,000",9978801,"W 8.7 x H 6.3 x D 5.9 ""

Shoulder Drop. 9.4 ""","Black
/
Caviar Skin Leather","Authenticity Seal, Shop Seal, Key Ring, Dust Bag",AO24407,Good condition,Good condition,-,AO24407
CHANEL Quilted CC Drawstring Shoulder Bag Black,/collections/chanel/products/ao24406,"168,000",2449951,"W 8.3 x H 9.8 x D 5.9 ""

Strap Drop. 16.9 ""","Black
/
Leather","Authenticity Seal, Authenticity Card, Manual, Shop Seal, Pouch, Dust Bag",AO24406,Good condition,"Good condition

Pouch strap roots: torn

Pocket has minor blow powder",-,AO24406
CHANEL CC Logos Quilted Coin Wallet Beige,/collections/chanel/products/ao24338,"39,800",1495848,"W 6.3 x H 3.5 ""","Beige
/
Leather",Authenticity Card,AO24338,"Good condition

Dirt",Good condition,-,AO24338
CHANEL Tortoiseshell Quilted CC Chain Shoulder Bag Brown Suede,/collections/chanel/products/ao24294,"298,000",4759228,"W 7.1 x H 5.1 x D 3.9 ""

Strap Drop. 6.7 ""","Brown
/
Suede, Plastic","Authenticity Seal, Authenticity Card, Manual, Box",AO24294,"There is sign of use overall.

Scuff, Flap has peeled(Side)","Excellent condition

Edge of flap has scuff.",-,AO24294
